atoll,median,lower,upper
Sapwuahfik,2750.9040710761083,81.92977965695157,19440.462603116393
Satawan,3175.7362748791925,186.34512865303785,19995.5244170028
St_Joseph,58900.067124848014,58184.40208718624,65706.80490624942
Tabiteuea,22810.470420961698,679.6288895219953,279055.6910873414
Taiaro,2973.577761510035,172.91060375819865,15152.671344747203
Takapoto,3231.9633889029587,117.12248592209158,17270.903679157153
Takaroa,49117.02541771616,63.959221914416865,703958.0533767198
Tarawa,7899.400918148578,163.90939402402608,89944.97364881446
Tatakoto,2693.1046149181198,23.805046271037313,25053.94664388072
Temitangi,5731.879359200262,159.16651659523941,38505.75394107925
Teraina,11510.266464057864,4383.143227232614,57508.38797808419
Tikehau,6380.790471996674,263.082384604476,52707.030724596916
Tongareva,35684.80802209336,2373.2322975098373,254562.15172092617
Tupai,1134.814392185161,11.741543044195742,8616.810066399095
Tureia,2903.5246712493245,20.287685626473007,22911.44309511642
Ujae,7733.0060336699225,747.53750225962,40126.6852719109
Ujelang,26849.137180484504,931.2144169615145,243818.0344432472
Ulithi,7825.1992251807005,162.27498671586272,87072.07002861181
Vairaatea,3292.4108695817067,82.50276844602743,19641.335179248912
Vaitupu,6004.031152091444,259.4044395811407,37217.17300918797
Vanavana,2613.3827939710054,80.47214495339958,15565.504290025094
Wailagilala,10809.993466268814,474.97452851455483,70639.50594131628
Wotho,8005.1212791160515,753.8765063211217,40253.814025957574
Wotje,5938.294504137653,139.92311934378213,39970.303507081706
Aranuka,39664.33377553163,831.236315288476,534505.3088525917
Beautemps-Beaupre,69163.47374305775,759.3429749210427,962489.5410310999
Egum,4639.13501770445,5.081893534757959,74267.80099873232
Fangatau,317.59571492022184,0.43791669429893737,4190.060116721248
Reitoru,5166.99199611479,4549.662700693598,9670.667453412494
Rongerik,44913.6185925412,4370.356895606698,507666.0683422669
Takume,2300.799335600963,58.27681116268842,14841.75296020293
Tetiaroa,42827.11981529049,31708.82303736693,141276.93917041415
Cocos,85236.5456208018,83518.00107956263,208168.00327046472
Scilly,1391.6422741307726,589.441807280133,7394.103250860191
Tabuaeran,55249.09736993632,10117.504212412554,767736.0013784685
Puka-Puka,2735.4274176072577,35.626350075225055,20193.324980772803
Utirik,671.3091636335763,3.9215850880453003,7452.342622372924
Astove,84948.94858084111,294.51867595154044,1.259914307578763e6
Bikini,45750.676629158916,12763.194016360934,459995.14119141625
Birnie,32055.563805139842,4906.42718799023,397665.34692050103
Funafuti,7204.316924549543,4206.9113163506945,52969.75723573148
Huon,62998.04268824492,6356.280839541493,1.1019762823836266e6
Jaluit,22184.751851661546,3753.9593717993102,320399.215989525
Jemo,10162.175619014894,5638.8928836384675,71721.84887986742
Kuria,19358.50441092704,2505.6461003659983,307801.0757618584
Oeno,42743.92175112975,31732.82498288356,201022.0252850102
Bikar,57515.92257520543,56634.46058362549,66264.56005873124
Bokaak,42601.68834652405,41111.301872178665,127963.87324685183
Starbuck,3.0045555993102407e6,3.0000663541374533e6,3.0414047940931083e6
Cosmoledo,2.3701422635954954e6,2.3700980021279464e6,2.372079264259141e6
Conflict,41.5609749094032,0.004134092428888188,918.447757640419
Faadhippolhu,581.3910792741581,510.0232926963543,2104.5038462996763
Takuu,4353.045611982941,1203.5114095398155,39582.95427546505
Kilinailau,24.248390452645282,1.9227126425222793e-5,1675.3286240316058
Atafu,61095.174894280644,61070.032493217215,61437.95281590386
Chesterfield,629046.0458846004,628996.0046830184,630171.0202377591
Erikub,6327.529321901891,6131.582321192714,8717.78915200923
Morane,6092.568346812717,2923.4820503676747,125911.72459405145
Alphonse,125.83613079216487,0.02309814270844827,3547.674451533492
St_Francois,200.04858108816967,24.034381298430773,5468.397748743392
Ahunui,2205.3929424277057,1711.2366649146495,14187.982675967713
Ailinginae,8234.036977286965,7948.398152097738,10313.865730429226
Kwajalein,3403.2983055976006,3114.2151390815166,7858.233610985511
Raraka,6633.603450003375,6154.520357656188,12217.196591168791
Tenararo,2664.20696169063,2660.002499125062,2731.282506194187
Abaiang,7257.602599158476,132.16552105924333,78436.1724213558
Ailinglaplap,6205.061189892811,146.37528082928864,47723.16367187968
Amanu,4384.945038891779,84.42584551523663,30297.334453758485
Beru,6733.139993788498,145.38235996793173,48388.325696439395
Eauripik,4688.483156566744,42.74879154073556,41586.27334877296
Ebon,5211.511769170827,130.90623821920678,36834.91440618409
Elato,137.13302995867946,0.12252563923985901,2100.645187732386
Faraulep,3871.299248458024,63.91813361611699,29331.20962174459
Hikueru,3090.2056933463814,89.80847326518781,18120.73354057788
Hiti,566.85342631397,4.3994290128096925,4595.627666958065
Ifalik,4095.8355667262763,83.16191766226336,33354.753347085774
Katiu,1341.168345294514,11.571060732947505,10556.714827683661
Lamotrek,2078.1452279460414,24.751903608466613,20569.377138064097
Lib,3086.9027903722044,45.35095776249026,22678.981251094272
Makemo,2536.6298387868956,29.717037313264996,21099.61819074256
Maloelap,6566.359619144492,152.7864650879376,47605.02088964623
Manuae,3793.8487793576132,83.90010115960834,26496.798758370987
Marokau,1698.100210429489,10.702204887910998,14025.031789775547
Marutea_Nord,2360.980779851458,81.95334737935643,14184.122397728188
Motutunga,812.6026176272401,5.264702785769985,6326.106000958441
Murilo,3055.178264189549,22.665518849947656,35337.816866576126
Namonuito,9151.724791140015,78.97555715993022,92020.48965553967
Namorik,4084.523116651369,49.45959956698634,31626.398241505074
Nanumanga,1233.3492523329685,11.534202247506485,11249.79064583953
Nanumea,1470.080973806585,13.41574898559935,12589.282240892933
Ngulu,9861.242794178359,67.08012174856222,123565.70497757086
Nihiru,2818.0958514273566,82.54176315981103,16684.207258138158
Nikunau,4814.882948015584,92.18652750133593,35666.19215987146
Nomwin,164.8151699490105,0.16970316803480323,2452.3792721271802
Nui,1747.0456870233193,23.260293528641082,14787.632360286296
Nukufetau,1553.0291234385036,11.291159953958923,12828.783417742337
Olimarao,2322.5867818360557,48.963875646867855,20560.893988118874
Pulap,2505.2960190387134,20.923862436988838,24929.47978988207
Pulusuk,2714.803526176255,35.89026912544421,24634.33742168294
Puluwat,536.0552265624144,6.0319519885405635,4373.554474741088
Ravahere,1101.1457609190916,13.736025266751314,8801.579750336445
Rekareka,2060.046166489923,65.5838919148636,12379.67055139363
Taenga,2019.299887990741,32.06297273847033,15462.844214801631
Tauere,3916.806332228536,175.40330176510545,20287.174121708158
Tenaruga,201.48834035145273,0.308761341493069,2755.769193887069
Tepoto,432.4108370490486,4.300386228535416,3627.590932202851
Tuanake,768.5111459204097,7.683077600690644,6247.3249940305805
Vahitahi,5054.1867413111395,271.55042403100776,26869.13031288776
West_Fayu,3094.19037706939,75.24717209241945,27211.051466644498
Woleai,6072.955728694345,100.90739325349895,52810.05732559915
Abariringa,9715.0,9715.0,9715.0
Aldabra,47473.0,47473.0,47473.0
Bellona,104443.0,104443.0,104443.0
Byramgore,1450.0,1450.0,1450.0
Caroline,1.044527e6,1.044527e6,1.044527e6
Cherbaniani,9360.0,9360.0,9360.0
Clipperton,92892.0,92892.0,92892.0
Diego_Garcia,22064.0,22064.0,22064.0
Ducie,678490.0,678490.0,678490.0
Egmont,754.0,754.0,754.0
Enderbury,427098.0,427098.0,427098.0
Eniwetok,26535.0,26535.0,26535.0
Faaite,1310.0,1310.0,1310.0
Fakarava,945.0,945.0,945.0
Fangataufa,842.0,842.0,842.0
Farquhar,617728.0,617728.0,617728.0
French_Frigate_Shoals,360280.0,360280.0,360280.0
Glorioso,540600.0,540600.0,540600.0
Great_Chagos_Bank,194160.0,194160.0,194160.0
Haraiki,533.0,533.0,533.0
Johnston,384544.0,384544.0,384544.0
Kademat,16360.0,16360.0,16360.0
Kiritimati,1.29659e6,1.29659e6,1.29659e6
Kure,102232.0,102232.0,102232.0
Laysan,1.68497e6,1.68497e6,1.68497e6
Lisianski,1.56239e6,1.56239e6,1.56239e6
Malden,573740.0,573740.0,573740.0
Manra,10970.0,10970.0,10970.0
Maria,1515.0,1515.0,1515.0
Maupihaa,547611.0,547611.0,547611.0
McKean,91852.0,91852.0,91852.0
Midway,1.797636e6,1.797636e6,1.797636e6
Nikumaroro,2189.0,2189.0,2189.0
Nukunonu,44930.0,44930.0,44930.0
Numa_Miombilou,815.0,815.0,815.0
Nupani,1317.0,1317.0,1317.0
Orona,1.207022e6,1.207022e6,1.207022e6
Palmyra,910055.0,910055.0,910055.0
Pearl_and_Hermes,130180.0,130180.0,130180.0
Peros_Banhos,339152.0,339152.0,339152.0
Rawaki,1.255328e6,1.255328e6,1.255328e6
Rose,136824.0,136824.0,136824.0
Saloman,6118.0,6118.0,6118.0
Sorol,2023.0,2023.0,2023.0
Suheli_Par,1900.0,1900.0,1900.0
Surprise,98329.0,98329.0,98329.0
Suwarrow,188260.0,188260.0,188260.0
Swains,12913.0,12913.0,12913.0
Tahanea,2560.0,2560.0,2560.0
Taka,76903.0,76903.0,76903.0
Tekokota,2341.0,2341.0,2341.0
Temoe,5370.0,5370.0,5370.0
Toau,2925.0,2925.0,2925.0
Tubbataha,28178.0,28178.0,28178.0
Vahanga,500.0,500.0,500.0
Wake,57283.0,57283.0,57283.0
Helen,93260.0,93260.0,93260.0
Manuhangi,193.0,193.0,193.0
Europa,3.020434e6,3.020434e6,3.020434e6
Kavaratti,2.0,2.0,2.0
Ouvéa,2012.0,2012.0,2012.0
Bangaram,446.0,446.0,446.0
Peremul_Par,140.0,140.0,140.0
Bitra_Par,4.0,4.0,4.0
