atoll,median,lower,upper
Reitoru,5258.429554582375,4550.370710052421,10574.599537634384
Rongerik,38839.1725753304,4253.281178826626,394577.742191401
Takume,2126.6661566832163,50.63966938277223,13610.289904922858
Tetiaroa,42324.044997049656,31691.624510447324,133043.1454224006
Cocos,85588.80504557132,83518.0290847609,150761.23311280052
Scilly,1394.286763379542,591.744987385646,7075.046356943324
Tabuaeran,55558.988087554695,10320.235717147914,691272.093120617
Puka-Puka,2281.942658739633,33.45613509582189,17074.27679532232
Utirik,530.7387663339355,6.583399691843576,5732.1881845161
Astove,55771.95959440517,195.0475672262708,811131.5255458425
Bikini,41981.50123103017,12707.260677315051,406475.6678898048
Birnie,33409.49016912283,4904.98529864951,402665.3892628027
Funafuti,7874.07404277984,4203.985451728902,60090.671537134454
Huon,56919.653516773615,6350.06777776219,875486.4361057596
Jaluit,19439.230776575616,3770.6798315144933,243859.3217106047
Jemo,11613.791502797303,5668.6778043925915,88986.93241668046
Kuria,22436.274329963653,2502.9627361883254,328771.6495852681
Oeno,44725.22094694726,31740.14958546718,225377.43567042844
Bikar,58087.70641566029,56635.82882234257,69762.15513133265
Bokaak,42420.78487938347,41115.32879129727,56739.89464798154
Starbuck,3.0044253288238095e6,3.0001067606146564e6,3.0388874524667286e6
Cosmoledo,2.3701347531558676e6,2.370098006562572e6,2.3709716244181553e6
Conflict,37.2100059218659,0.023142432854329154,637.9210664693085
Faadhippolhu,570.3349110320212,510.03159635294435,1612.6348059327527
Takuu,3162.1750733267922,1219.2074799516713,22114.23362636655
Kilinailau,13.502682617305755,3.7056340276913165e-6,363.034670811247
Atafu,61100.663092414776,61070.05413739066,61491.95547916118
Chesterfield,629081.6008905203,628996.0458902898,630608.1185916634
Erikub,6414.367014723486,6132.6220535689,9185.170342710782
Morane,5640.85231630242,2924.181486169499,66986.87461373405
Alphonse,78.30834059096065,0.02805896817558064,2018.8263896723333
St_Francois,127.09258748185272,24.016509846417076,2713.2853827289696
Ahunui,2183.73939637044,1711.2527852930302,10914.829835255845
Ailinginae,8256.932777251583,7949.388028831604,10532.136969619414
Kwajalein,3336.033553339726,3114.174556295399,6589.377451376058
Raraka,6645.187011713693,6154.026447838101,12560.593503278564
Tenararo,2664.851939913867,2660.005869691165,2742.3235748386264
Abaiang,7270.348250621017,87.30818781361096,77809.29590698166
Ailinglaplap,5548.430857531336,123.85831428000704,41243.04772954861
Amanu,3881.9731600415116,105.24659491029776,26664.408736023845
Beru,6378.961786372198,134.20153830978697,47738.36114341588
Eauripik,4516.207611916137,64.1154498404917,40784.40520132406
Ebon,4559.169915461078,100.89333898132881,33959.89661393254
Elato,162.2350601555081,0.19338516177887488,2466.8093140807696
Faraulep,3797.673364549174,75.01451472959411,29569.662514108484
Hikueru,3076.982029514941,77.36560692604229,18438.611360680137
Hiti,657.9380699274768,8.893600600389268,5429.69454211055
Ifalik,4006.4180794265403,58.304087662316604,32259.737488907434
Katiu,1385.9715851306346,11.035072100769817,11280.420084984578
Lamotrek,2184.932660974063,27.738413882628965,21215.015802367463
Lib,3252.2204764807516,46.000756830779714,23944.262331077596
Makemo,2414.2984233071297,26.2226628949428,20693.85019955824
Maloelap,6102.766208605551,97.55713854293356,44522.04439712309
Manuae,4109.942387505704,108.99162997759413,29211.316773768434
Marokau,1672.171158013344,15.2878420123233,13810.103509235309
Marutea_Nord,2601.1017732950095,96.42598260601243,16035.636633973865
Motutunga,955.061953661487,5.644576226291469,7586.617064554433
Murilo,3277.7434859318196,16.424627220416784,35909.66707423063
Namonuito,8961.28988694262,144.41910277726714,84324.72641135291
Namorik,3978.184718762447,107.6107430086987,31450.015026551187
Nanumanga,1091.6986374160244,8.645295776218454,9820.305550001227
Nanumea,1302.4024888729336,20.871124877736378,11354.758326787583
Ngulu,9345.199929526432,60.50614747901304,111059.86022177959
Nihiru,2892.6001028414103,94.97603082192309,17548.508546350924
Nikunau,4646.589371841108,91.16811565796642,34148.76888320164
Nomwin,216.84103717617322,0.2693893639611928,3203.065172156428
Nui,1431.3445526711969,14.973046491156202,12474.079684982258
Nukufetau,1338.940119778167,13.748970591707666,11199.021192574317
Olimarao,2581.2271367627663,53.20191505419458,22586.04622601261
Pulap,2626.5471777503,12.821484660486044,25643.80005646223
Pulusuk,2759.4805618591718,54.438568270214866,24877.35659931295
Puluwat,539.959341040772,7.038833673445815,4465.251091063885
Ravahere,1155.174930442413,8.566329264349108,9586.996947658263
Rekareka,2066.6785742202355,35.37648359473115,12519.321582067856
Taenga,1925.1227874857213,27.245806593117077,15329.123546870704
Tauere,3811.97166724368,182.1615053941289,20320.400817925125
Tenaruga,216.5266463798695,0.3499522985843009,3099.664394440627
Tepoto,505.8517458276467,3.3000310687697447,4329.216077329412
Tuanake,850.0449773941709,5.149197758514542,6933.436690977441
Vahitahi,4865.714344533764,216.9664507130969,26044.764891666924
West_Fayu,3464.467585564261,29.95819264622951,29772.234433218484
Woleai,5683.144446688638,91.60628943035138,48660.42426701766
Abariringa,9715.0,9715.0,9715.0
Aldabra,47473.0,47473.0,47473.0
Bellona,104443.0,104443.0,104443.0
Byramgore,1450.0,1450.0,1450.0
Caroline,1.044527e6,1.044527e6,1.044527e6
Cherbaniani,9360.0,9360.0,9360.0
Clipperton,92892.0,92892.0,92892.0
Diego_Garcia,22064.0,22064.0,22064.0
Ducie,678490.0,678490.0,678490.0
Egmont,754.0,754.0,754.0
Enderbury,427098.0,427098.0,427098.0
Eniwetok,26535.0,26535.0,26535.0
Faaite,1310.0,1310.0,1310.0
Fakarava,945.0,945.0,945.0
Fangataufa,842.0,842.0,842.0
Farquhar,617728.0,617728.0,617728.0
French_Frigate_Shoals,360280.0,360280.0,360280.0
Glorioso,540600.0,540600.0,540600.0
Great_Chagos_Bank,194160.0,194160.0,194160.0
Haraiki,533.0,533.0,533.0
Johnston,384544.0,384544.0,384544.0
Kademat,16360.0,16360.0,16360.0
Kiritimati,1.29659e6,1.29659e6,1.29659e6
Kure,102232.0,102232.0,102232.0
Laysan,1.68497e6,1.68497e6,1.68497e6
Lisianski,1.56239e6,1.56239e6,1.56239e6
Malden,573740.0,573740.0,573740.0
Manra,10970.0,10970.0,10970.0
Maria,1515.0,1515.0,1515.0
Maupihaa,547611.0,547611.0,547611.0
McKean,91852.0,91852.0,91852.0
Midway,1.797636e6,1.797636e6,1.797636e6
Nikumaroro,2189.0,2189.0,2189.0
Nukunonu,44930.0,44930.0,44930.0
Numa_Miombilou,815.0,815.0,815.0
Nupani,1317.0,1317.0,1317.0
Orona,1.207022e6,1.207022e6,1.207022e6
Palmyra,910055.0,910055.0,910055.0
Pearl_and_Hermes,130180.0,130180.0,130180.0
Peros_Banhos,339152.0,339152.0,339152.0
Rawaki,1.255328e6,1.255328e6,1.255328e6
Rose,136824.0,136824.0,136824.0
Saloman,6118.0,6118.0,6118.0
Sorol,2023.0,2023.0,2023.0
Suheli_Par,1900.0,1900.0,1900.0
Surprise,98329.0,98329.0,98329.0
Suwarrow,188260.0,188260.0,188260.0
Swains,12913.0,12913.0,12913.0
Tahanea,2560.0,2560.0,2560.0
Taka,76903.0,76903.0,76903.0
Tekokota,2341.0,2341.0,2341.0
Temoe,5370.0,5370.0,5370.0
Toau,2925.0,2925.0,2925.0
Tubbataha,28178.0,28178.0,28178.0
Vahanga,500.0,500.0,500.0
Wake,57283.0,57283.0,57283.0
Helen,93260.0,93260.0,93260.0
Manuhangi,193.0,193.0,193.0
Europa,3.020434e6,3.020434e6,3.020434e6
Kavaratti,2.0,2.0,2.0
Ouvéa,2012.0,2012.0,2012.0
Bangaram,446.0,446.0,446.0
Peremul_Par,140.0,140.0,140.0
Bitra_Par,4.0,4.0,4.0
